Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-05-26;0,00;0,00;17.366.076,93;10.277.363,31329980;1,68974049;0,00;0,00;0,0345%;0,9021%;5,1416%;68,9740%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-05-26;0,00;0,00;35.159.163,23;21.601.931,58082440;1,62759349;0,00;0,00;0,0488%;0,6173%;5,0336%;62,7593%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-05-26;0,00;0,00;67.106.930,64;49.231.885,71809780;1,36307862;0,00;0,00;-0,6347%;-5,8363%;7,4863%;36,3079%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-05-26;0,00;0,00;119.274.612,64;7.134.155,46745798;16,71881321;0,00;0,00;0,6497%;3,4816%;-1,9791%;67,1881%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-05-26;0,00;0,00;156.757.781,13;100.494.180,20570500;1,55986925;0,00;0,00;0,0623%;0,6043%;2,7195%;55,9869%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-05-26;0,00;0,00;200.133.624,01;118.349.389,21560600;1,69104062;0,00;0,00;-0,0033%;0,7911%;4,4890%;69,1041%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-05-26;0,00;0,00;244.499.910,73;144.682.672,65772100;1,68990458;0,00;0,00;0,0369%;0,9401%;5,4461%;68,9905%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-05-26;0,00;0,00;287.298.742,31;170.171.020,09067700;1,68829418;0,00;0,00;0,0481%;0,5821%;4,5506%;68,8294%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-05-26;0,00;0,00;389.438.630,21;217.497.971,13691000;1,79053914;0,00;0,00;0,0394%;0,8870%;5,4156%;79,0539%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-05-26;0,00;0,00;598.279.002,45;352.008.660,91153400;1,69961443;0,00;0,00;0,0475%;0,5857%;4,5464%;69,9614%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-05-26;0,00;0,00;1.117.496.549,82;649.351.277,28280900;1,72094302;0,00;0,00;0,0349%;0,9178%;5,2201%;72,0943%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-05-26;0,00;0,00;1.178.721.993,42;737.994.571,12311800;1,59719602;0,00;0,00;0,0605%;0,9748%;5,0153%;59,7196%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-05-27;0,00;0,00;17.375.234,27;10.277.363,31329980;1,69063151;0,00;0,00;0,0527%;0,9553%;5,1971%;69,0632%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-05-27;0,00;0,00;35.190.548,00;21.601.931,58082440;1,62904636;0,00;0,00;0,0893%;0,7071%;5,1274%;62,9046%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-05-27;0,00;0,00;66.734.239,41;49.231.885,71809780;1,35550850;0,00;0,00;-0,5554%;-6,3592%;6,8893%;35,5509%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-05-27;0,00;0,00;120.006.184,90;7.134.155,46745798;16,82135825;0,00;0,00;0,6134%;4,1163%;-1,3779%;68,2136%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-05-27;0,00;0,00;156.772.485,16;100.494.180,20570500;1,56001556;0,00;0,00;0,0094%;0,6138%;2,7291%;56,0016%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-05-27;0,00;0,00;200.230.000,39;118.349.389,21560600;1,69185495;0,00;0,00;0,0482%;0,8396%;4,5393%;69,1855%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-05-27;0,00;0,00;244.618.362,45;144.682.672,65772100;1,69072328;0,00;0,00;0,0484%;0,9890%;5,4971%;69,0723%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-05-27;0,00;0,00;287.467.505,50;170.171.020,09067700;1,68928590;0,00;0,00;0,0587%;0,6412%;4,6120%;68,9286%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-05-27;0,00;10.475.000,00;379.173.723,45;211.650.932,24016200;1,79150509;0,00;0,00;0,0539%;0,9414%;5,4725%;79,1505%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-05-27;0,00;0,00;598.630.036,02;352.008.660,91153400;1,70061166;0,00;0,00;0,0587%;0,6447%;4,6077%;70,0612%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-05-27;0,00;10.475.000,00;1.107.619.946,43;643.267.755,78942600;1,72186455;0,00;0,00;0,0535%;0,9718%;5,2765%;72,1865%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-05-27;0,00;0,00;1.179.478.010,41;737.994.571,12311800;1,59822044;0,00;0,00;0,0641%;1,0396%;5,0826%;59,8220%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-05-28;0,00;0,00;17.384.963,94;10.277.363,31329980;1,69157822;0,00;0,00;0,0560%;1,0118%;5,2560%;69,1578%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-05-28;0,00;0,00;35.212.666,75;21.601.931,58082440;1,63007028;0,00;0,00;0,0629%;0,7704%;5,1934%;63,0070%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-05-28;6.000.000,00;0,00;72.531.320,08;53.671.769,28392720;1,35138679;0,00;0,00;-0,3041%;-6,6440%;6,5643%;35,1387%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-05-28;0,00;0,00;119.679.528,74;7.134.155,46745798;16,77557060;0,00;0,00;-0,2722%;3,8329%;-1,6463%;67,7557%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-05-28;0,00;0,00;156.967.047,16;100.494.180,20570500;1,56195162;0,00;0,00;0,1241%;0,7386%;2,8566%;56,1952%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-05-28;0,00;0,00;200.340.264,66;118.349.389,21560600;1,69278664;0,00;0,00;0,0551%;0,8952%;4,5968%;69,2787%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-05-28;0,00;0,00;244.754.158,29;144.682.672,65772100;1,69166185;0,00;0,00;0,0555%;1,0451%;5,5557%;69,1662%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-05-28;0,00;3.368.106,07;284.105.658,21;168.177.258,85732900;1,68932268;0,00;0,00;0,0022%;0,6434%;4,6143%;68,9323%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-05-28;0,00;0,00;379.385.188,25;211.650.932,24016200;1,79250422;0,00;0,00;0,0558%;0,9977%;5,5313%;79,2504%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-05-28;0,00;1.273.924,66;597.376.020,51;351.259.587,90304300;1,70066822;0,00;0,00;0,0033%;0,6480%;4,6112%;70,0668%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-05-28;0,00;0,00;1.108.250.201,61;643.267.755,78942600;1,72284432;0,00;0,00;0,0569%;1,0293%;5,3364%;72,2844%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-05-28;0,00;5.831.163,02;1.174.218.987,09;734.347.805,20623700;1,59899570;0,00;0,00;0,0485%;1,0886%;5,1336%;59,8996%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-05-29;0,00;0,00;17.393.629,28;10.277.363,31329980;1,69242137;0,00;0,00;0,0498%;1,0622%;5,3085%;69,2421%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-05-29;0,00;0,00;35.213.004,96;21.601.931,58082440;1,63008594;0,00;0,00;0,0010%;0,7714%;5,1944%;63,0086%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-05-29;0,00;0,00;72.134.587,90;53.671.769,28392720;1,34399497;0,00;0,00;-0,5470%;-7,1546%;5,9814%;34,3995%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-05-29;0,00;300.000,00;119.968.040,64;7.116.359,82840598;16,85806276;0,00;0,00;0,4917%;4,3434%;-1,1627%;68,5806%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-05-29;0,00;0,00;156.974.530,89;100.494.180,20570500;1,56202609;0,00;0,00;0,0048%;0,7434%;2,8615%;56,2026%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-05-29;0,00;0,00;200.428.115,77;118.349.389,21560600;1,69352894;0,00;0,00;0,0439%;0,9394%;4,6427%;69,3529%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-05-29;0,00;0,00;244.877.518,33;144.682.672,65772100;1,69251448;0,00;0,00;0,0504%;1,0960%;5,6089%;69,2514%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-05-29;0,00;0,00;284.221.930,23;168.177.258,85732900;1,69001405;0,00;0,00;0,0409%;0,6846%;4,6571%;69,0014%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-05-29;14.074,21;0,00;379.571.161,84;211.658.780,38675700;1,79331640;0,00;0,00;0,0453%;1,0435%;5,5791%;79,3316%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-05-29;0,00;0,00;597.622.305,97;351.259.587,90304300;1,70136937;0,00;0,00;0,0412%;0,6895%;4,6543%;70,1369%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-05-29;0,00;0,00;1.108.810.866,70;643.267.755,78942600;1,72371591;0,00;0,00;0,0506%;1,0804%;5,3897%;72,3716%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-05-29;0,00;0,00;1.174.917.846,51;734.347.805,20623700;1,59994737;0,00;0,00;0,0595%;1,1487%;5,1962%;59,9947%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-01;0,00;0,00;17.398.156,57;10.277.363,31329980;1,69286188;0,00;0,00;0,0260%;0,0260%;5,3359%;69,2862%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-01;0,00;0,00;35.190.414,95;21.601.931,58082440;1,62904020;0,00;0,00;-0,0642%;-0,0642%;5,1270%;62,9040%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-01;0,00;0,00;71.476.623,90;53.671.769,28392720;1,33173594;0,00;0,00;-0,9121%;-0,9121%;5,0147%;33,1736%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-01;0,00;0,00;119.263.662,68;7.116.359,82840598;16,75908267;0,00;0,00;-0,5871%;-0,5871%;-1,7430%;67,5908%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-01;0,00;0,00;156.957.408,14;100.494.180,20570500;1,56185570;0,00;0,00;-0,0109%;-0,0109%;2,8503%;56,1856%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-01;0,00;0,00;200.460.343,43;118.349.389,21560600;1,69380125;0,00;0,00;0,0161%;0,0161%;4,6595%;69,3801%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-01;0,00;0,00;244.917.909,01;144.682.672,65772100;1,69279365;0,00;0,00;0,0165%;0,0165%;5,6263%;69,2794%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-01;0,00;0,00;283.889.422,78;168.177.258,85732900;1,68803692;0,00;0,00;-0,1170%;-0,1170%;4,5347%;68,8037%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-01;0,00;90.000,00;379.584.544,52;211.608.607,70465000;1,79380484;0,00;0,00;0,0272%;0,0272%;5,6079%;79,3805%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-01;0,00;0,00;596.937.955,57;351.259.587,90304300;1,69942110;0,00;0,00;-0,1145%;-0,1145%;4,5345%;69,9421%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-01;0,00;90.000,00;1.109.011.774,67;643.215.556,70432000;1,72416815;0,00;0,00;0,0262%;0,0262%;5,4173%;72,4168%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-01;0,00;0,00;1.175.151.622,95;734.347.805,20623700;1,60026572;0,00;0,00;0,0199%;0,0199%;5,2171%;60,0266%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-02;0,00;90.000,00;17.313.853,95;10.224.216,30911140;1,69341624;0,00;0,00;0,0327%;0,0588%;5,3704%;69,3416%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-02;0,00;0,00;35.179.603,46;21.601.931,58082440;1,62853971;0,00;0,00;-0,0307%;-0,0949%;5,0947%;62,8540%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-02;0,00;0,00;72.204.538,45;53.671.769,28392720;1,34529827;0,00;0,00;1,0184%;0,0970%;6,0842%;34,5298%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-02;0,00;0,00;119.809.011,88;7.116.359,82840598;16,83571584;0,00;0,00;0,4573%;-0,1326%;-1,2937%;68,3572%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-02;0,00;0,00;156.951.360,48;100.494.180,20570500;1,56179552;0,00;0,00;-0,0039%;-0,0148%;2,8463%;56,1796%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-02;0,00;0,00;200.519.158,45;118.349.389,21560600;1,69429821;0,00;0,00;0,0293%;0,0454%;4,6902%;69,4298%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-02;0,00;0,00;244.966.078,59;144.682.672,65772100;1,69312658;0,00;0,00;0,0197%;0,0362%;5,6471%;69,3127%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-02;9.138,07;0,00;284.335.395,23;168.182.663,97037700;1,69063439;0,00;0,00;0,1539%;0,0367%;4,6955%;69,0634%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-02;0,00;0,00;379.720.282,71;211.608.607,70465000;1,79444630;0,00;0,00;0,0358%;0,0630%;5,6456%;79,4446%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-02;62.075,78;0,00;597.903.935,50;351.296.060,27878700;1,70199442;0,00;0,00;0,1514%;0,0367%;4,6928%;70,1994%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-02;0,00;0,00;1.109.380.849,13;643.215.556,70432000;1,72474194;0,00;0,00;0,0333%;0,0595%;5,4524%;72,4742%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-02;27.855,01;0,00;1.175.779.475,93;734.365.202,81398200;1,60108277;0,00;0,00;0,0511%;0,0710%;5,2708%;60,1083%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-03;0,00;0,00;17.312.682,83;10.224.216,30911140;1,69330170;0,00;0,00;-0,0068%;0,0520%;5,3632%;69,3302%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-03;0,00;0,00;35.103.911,67;21.601.931,58082440;1,62503578;0,00;0,00;-0,2152%;-0,3098%;4,8685%;62,5036%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-03;0,00;0,00;70.970.682,59;53.671.769,28392720;1,32230935;0,00;0,00;-1,7088%;-1,6135%;4,2714%;32,2309%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-03;0,00;0,00;120.839.063,65;7.116.359,82840598;16,98046003;0,00;0,00;0,8597%;0,7260%;-0,4451%;69,8046%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-03;0,00;0,00;156.747.667,39;100.494.180,20570500;1,55976861;0,00;0,00;-0,1298%;-0,1445%;2,7129%;55,9769%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-03;0,00;0,00;200.446.146,20;118.349.389,21560600;1,69368129;0,00;0,00;-0,0364%;0,0090%;4,6521%;69,3681%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-03;0,00;0,00;244.873.883,26;144.682.672,65772100;1,69248935;0,00;0,00;-0,0376%;-0,0015%;5,6073%;69,2489%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-03;0,00;0,00;284.130.723,45;168.182.663,97037700;1,68941743;0,00;0,00;-0,0720%;-0,0353%;4,6202%;68,9417%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-03;0,00;0,00;379.657.435,64;211.608.607,70465000;1,79414930;0,00;0,00;-0,0166%;0,0464%;5,6281%;79,4149%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-03;0,00;0,00;597.485.401,22;351.296.060,27878700;1,70080302;0,00;0,00;-0,0700%;-0,0333%;4,6195%;70,0803%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-03;0,00;0,00;1.109.300.316,52;643.215.556,70432000;1,72461674;0,00;0,00;-0,0073%;0,0523%;5,4447%;72,4617%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-03;0,00;0,00;1.176.226.097,27;734.365.202,81398200;1,60169094;0,00;0,00;0,0380%;0,1090%;5,3108%;60,1691%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-05;0,00;0,00;17.309.974,22;10.224.216,30911140;1,69303678;0,00;0,00;-0,0156%;0,0364%;5,3467%;69,3037%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-05;0,00;0,00;35.005.164,04;21.601.931,58082440;1,62046454;0,00;0,00;-0,2813%;-0,5902%;4,5735%;62,0465%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-05;0,00;0,00;70.551.355,43;53.671.769,28392720;1,31449655;0,00;0,00;-0,5908%;-2,1948%;3,6553%;31,4497%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-05;0,00;0,00;120.722.342,75;7.116.359,82840598;16,96405826;0,00;0,00;-0,0966%;0,6288%;-0,5412%;69,6406%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-05;0,00;0,00;156.574.247,21;100.494.180,20570500;1,55804293;0,00;0,00;-0,1106%;-0,2550%;2,5992%;55,8043%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-05;0,00;0,00;200.401.050,25;118.349.389,21560600;1,69330025;0,00;0,00;-0,0225%;-0,0135%;4,6286%;69,3300%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-05;0,00;0,00;244.769.938,74;144.682.672,65772100;1,69177092;0,00;0,00;-0,0424%;-0,0439%;5,5625%;69,1771%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-05;0,00;0,00;283.905.581,67;168.182.663,97037700;1,68807875;0,00;0,00;-0,0792%;-0,1145%;4,5373%;68,8079%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-05;0,00;197.887,61;379.420.535,70;211.498.300,30365900;1,79396494;0,00;0,00;-0,0103%;0,0362%;5,6173%;79,3965%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-05;0,00;0,00;597.016.569,44;351.296.060,27878700;1,69946844;0,00;0,00;-0,0785%;-0,1117%;4,5374%;69,9468%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-05;0,00;74.887,61;1.109.044.269,13;643.172.126,85681800;1,72433509;0,00;0,00;-0,0163%;0,0359%;5,4275%;72,4335%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-05;0,00;0,00;1.176.342.508,05;734.365.202,81398200;1,60184946;0,00;0,00;0,0099%;0,1189%;5,3212%;60,1849%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-08;0,00;0,00;17.312.801,33;10.224.216,30911140;1,69331329;0,00;0,00;0,0163%;0,0527%;5,3639%;69,3313%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-08;0,00;0,00;34.966.873,57;21.601.931,58082440;1,61869199;0,00;0,00;-0,1094%;-0,6990%;4,4592%;61,8692%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-08;0,00;0,00;70.280.380,14;53.671.769,28392720;1,30944780;0,00;0,00;-0,3841%;-2,5705%;3,2572%;30,9448%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-08;0,00;0,00;121.512.623,09;7.116.359,82840598;17,07510947;0,00;0,00;0,6546%;1,2875%;0,1098%;70,7511%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-08;0,00;0,00;156.460.287,84;100.494.180,20570500;1,55690894;0,00;0,00;-0,0728%;-0,3276%;2,5246%;55,6909%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-08;0,00;0,00;200.403.183,35;118.349.389,21560600;1,69331827;0,00;0,00;0,0011%;-0,0124%;4,6297%;69,3318%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-08;0,00;0,00;244.782.950,79;144.682.672,65772100;1,69186086;0,00;0,00;0,0053%;-0,0386%;5,5681%;69,1861%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-08;0,00;0,00;284.021.202,56;168.182.663,97037700;1,68876623;0,00;0,00;0,0407%;-0,0738%;4,5798%;68,8766%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-08;26.537,32;70.000,00;379.440.961,74;211.474.077,22007400;1,79426702;0,00;0,00;0,0168%;0,0530%;5,6351%;79,4267%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-08;17.945,79;0,00;597.277.027,70;351.306.615,63997500;1,70015878;0,00;0,00;0,0406%;-0,0712%;4,5799%;70,0159%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-08;0,00;55.000,00;1.109.170.534,37;643.140.235,71661100;1,72461692;0,00;0,00;0,0163%;0,0523%;5,4447%;72,4617%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-08;9.983,14;0,00;1.176.888.591,55;734.371.432,23356700;1,60257948;0,00;0,00;0,0456%;0,1645%;5,3692%;60,2579%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-09;0,00;55.000,00;17.265.803,58;10.191.750,61572770;1,69409596;0,00;0,00;0,0462%;0,0989%;5,4126%;69,4096%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-06-09;0,00;0,00;34.984.928,53;21.601.931,58082440;1,61952779;0,00;0,00;0,0516%;-0,6477%;4,5131%;61,9528%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-06-09;0,00;0,00;70.981.527,65;53.671.769,28392720;1,32251142;0,00;0,00;0,9976%;-1,5985%;4,2873%;32,2511%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-06-09;0,00;0,00;120.915.803,47;7.116.359,82840598;16,99124361;0,00;0,00;-0,4912%;0,7900%;-0,3819%;69,9124%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-06-09;0,00;0,00;156.478.940,76;100.494.180,20570500;1,55709455;0,00;0,00;0,0119%;-0,3157%;2,5368%;55,7095%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-06-09;0,00;0,00;200.476.607,51;118.349.389,21560600;1,69393867;0,00;0,00;0,0366%;0,0242%;4,6680%;69,3939%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-06-09;0,00;0,00;244.880.319,77;144.682.672,65772100;1,69253384;0,00;0,00;0,0398%;0,0011%;5,6101%;69,2534%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-06-09;0,00;0,00;284.206.647,63;168.182.663,97037700;1,68986887;0,00;0,00;0,0653%;-0,0086%;4,6481%;68,9869%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-06-09;0,00;127.588,18;379.483.848,58;211.403.000,35019200;1,79507314;0,00;0,00;0,0449%;0,0980%;5,6825%;79,5073%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-06-09;0,00;0,00;597.661.421,13;351.306.615,63997500;1,70125296;0,00;0,00;0,0644%;-0,0068%;4,6472%;70,1253%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-06-09;0,00;0,00;1.109.692.167,00;643.140.235,71661100;1,72542799;0,00;0,00;0,0470%;0,0993%;5,4943%;72,5428%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-06-09;0,00;0,00;1.177.266.421,02;734.371.432,23356700;1,60309397;0,00;0,00;0,0321%;0,1967%;5,4031%;60,3094%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-06-10;0,00;0,00;17.275.327,34;10.191.750,61572770;1,69503042;0,00;0,00;0,0552%;0,1542%;5,4708%;69,5030%
